3881,100000
5924,200000
8192,300000
10356,400000
12933,500000
15030,600000
17012,700000
18920,800000
21455,900000
23426,1000000
25521,1100000
27504,1200000
30648,1300000
32763,1400000
35027,1500000
37307,1600000
39872,1700000
41963,1800000
43998,1900000
46316,2000000
49069,2100000
51100,2200000
53504,2300000
55560,2400000
58326,2500000
60347,2600000
62340,2700000
64426,2800000
67109,2900000
69127,3000000
71019,3100000
73083,3200000
75380,3300000
77935,3400000
79995,3500000
81987,3600000
84644,3700000
86831,3800000
88938,3900000
90966,4000000
92944,4100000
95997,4200000
98756,4300000
100990,4400000
103129,4500000
106295,4600000
108417,4700000
110315,4800000
112212,4900000
114852,5000000
116755,5100000
118664,5200000
120604,5300000
123031,5400000
124894,5500000
126781,5600000
128700,5700000
131114,5800000
133034,5900000
134947,6000000
136851,6100000
139283,6200000
141172,6300000
143060,6400000
145004,6500000
147492,6600000
149568,6700000
151449,6800000
153357,6900000
155658,7000000
157830,7100000
159671,7200000
161806,7300000
164284,7400000
166100,7500000
167950,7600000
169859,7700000
172001,7800000
174424,7900000
176315,8000000
178219,8100000
180111,8200000
183022,8300000
185208,8400000
187125,8500000
189102,8600000
191490,8700000
193376,8800000
195387,8900000
197321,9000000
200096,9100000
202015,9200000
203944,9300000
205856,9400000
208293,9500000
210217,9600000
212176,9700000
214100,9800000
216783,9900000
218909,10000000
221286,10100000
223464,10200000
226264,10300000
228360,10400000
230241,10500000
232193,10600000
234754,10700000
236756,10800000
238629,10900000
240488,11000000
242691,11100000
244760,11200000
246591,11300000
248480,11400000
250719,11500000
253077,11600000
254931,11700000
256802,11800000
258955,11900000
261138,12000000
262955,12100000
264870,12200000
266864,12300000
269942,12400000
272827,12500000
275031,12600000
277351,12700000
280370,12800000
282376,12900000
284221,13000000
286139,13100000
288544,13200000
290480,13300000
292375,13400000
294314,13500000
296700,13600000
298620,13700000
300517,13800000
302444,13900000
304891,14000000
306786,14100000
308663,14200000
310551,14300000
312899,14400000
314772,14500000
316606,14600000
318469,14700000
320647,14800000
322729,14900000
324566,15000000
326519,15100000
328647,15200000
330810,15300000
332708,15400000
334596,15500000
336608,15600000
339955,15700000
342120,15800000
344281,15900000
346438,16000000
349029,16100000
350900,16200000
352759,16300000
354982,16400000
357673,16500000
360016,16600000
361925,16700000
364108,16800000
366277,16900000
368214,17000000
370125,17100000
372116,17200000
374543,17300000
376418,17400000
378490,17500000
381192,17600000
383846,17700000
385841,17800000
387687,17900000
389694,18000000
392324,18100000
394169,18200000
396053,18300000
398115,18400000
400623,18500000
402458,18600000
404331,18700000
406208,18800000
408477,18900000
410517,19000000
412424,19100000
414466,19200000
416613,19300000
418788,19400000
420645,19500000
422559,19600000
424817,19700000
426994,19800000
428838,19900000
430825,20000000
433164,20100000
435370,20200000
437446,20300000
439507,20400000
442121,20500000
445326,20600000
447742,20700000
449928,20800000
452048,20900000
454599,21000000
456578,21100000
458787,21200000
461553,21300000
464738,21400000
474566,21488204
