89,100000
141,200000
228,300000
279,400000
328,500000
385,600000
440,700000
492,800000
542,900000
602,1000000
656,1100000
709,1200000
762,1300000
813,1400000
866,1500000
918,1600000
969,1700000
1025,1800000
1079,1900000
1140,2000000
1197,2100000
1253,2200000
1305,2300000
1358,2400000
1411,2500000
1463,2600000
1518,2700000
1575,2800000
1630,2900000
1691,3000000
1768,3100000
1833,3200000
1893,3300000
1956,3400000
2026,3500000
2104,3600000
2176,3700000
2254,3800000
2320,3900000
2385,4000000
2455,4100000
2533,4200000
2591,4300000
2651,4400000
2709,4500000
2769,4600000
2823,4700000
2877,4800000
2931,4900000
2985,5000000
3041,5100000
3096,5200000
3151,5300000
3210,5400000
3265,5500000
3321,5600000
3376,5700000
3433,5800000
3487,5900000
3542,6000000
3598,6100000
3655,6200000
3710,6300000
3768,6400000
3822,6500000
3883,6600000
3964,6700000
4023,6800000
4086,6900000
4144,7000000
4201,7100000
4254,7200000
4314,7300000
4370,7400000
4423,7500000
4477,7600000
4535,7700000
4591,7800000
4647,7900000
4707,8000000
4764,8100000
4820,8200000
4879,8300000
4941,8400000
5002,8500000
5064,8600000
5125,8700000
5186,8800000
5242,8900000
5300,9000000
5361,9100000
5423,9200000
5488,9300000
5548,9400000
5609,9500000
5684,9600000
5768,9700000
5826,9800000
5884,9900000
5948,10000000
6005,10100000
6062,10200000
6118,10300000
6176,10400000
6237,10500000
6309,10600000
6382,10700000
6447,10800000
6709,10900000
7546,11000000
7645,11100000
7709,11200000
7764,11300000
7818,11400000
7874,11500000
7930,11600000
7985,11700000
8085,11800000
8154,11900000
8230,12000000
8336,12100000
8435,12200000
8515,12300000
8582,12400000
8649,12500000
8727,12600000
8873,12700000
9050,12800000
9350,12900000
9935,13000000
10046,13100000
10151,13200000
10227,13300000
10342,13400000
10481,13500000
10571,13600000
10661,13700000
10736,13800000
10814,13900000
10886,14000000
10958,14100000
11034,14200000
11110,14300000
11180,14400000
11274,14500000
11342,14600000
11551,14700000
11690,14800000
11778,14900000
11920,15000000
11982,15100000
12046,15200000
12119,15300000
12187,15400000
12243,15500000
12305,15600000
12379,15700000
12481,15800000
12601,15900000
12707,16000000
12815,16100000
12908,16200000
13040,16300000
13118,16400000
13196,16500000
13270,16600000
13350,16700000
13455,16800000
13544,16900000
13706,17000000
13801,17100000
13876,17200000
13947,17300000
14018,17400000
14103,17500000
14212,17600000
14329,17700000
14433,17800000
14536,17900000
14619,18000000
14678,18100000
14734,18200000
14821,18300000
14900,18400000
15004,18500000
15098,18600000
15219,18700000
15290,18800000
15367,18900000
15441,19000000
15511,19100000
15586,19200000
15654,19300000
15744,19400000
15823,19500000
15922,19600000
16016,19700000
16173,19800000
16361,19900000
16431,20000000
16521,20100000
16636,20200000
16712,20300000
16825,20400000
16940,20500000
17015,20600000
17088,20700000
17165,20800000
17311,20900000
17427,21000000
17493,21100000
17574,21200000
17645,21300000
17730,21400000
17822,21500000
17925,21600000
17993,21700000
18061,21800000
18211,21900000
18330,22000000
18415,22100000
18537,22200000
18604,22300000
18686,22400000
18755,22500000
18841,22600000
19071,22700000
19421,22800000
19607,22900000
19796,23000000
19996,23100000
20071,23200000
20140,23300000
20223,23400000
20312,23500000
20415,23600000
20528,23700000
20603,23800000
20687,23900000
20754,24000000
20820,24100000
20887,24200000
20967,24300000
21037,24400000
21106,24500000
21190,24600000
21269,24700000
21388,24800000
21495,24900000
21565,25000000
21642,25100000
21720,25200000
21797,25300000
21878,25400000
21968,25500000
22134,25600000
22217,25700000
22358,25800000
22533,25900000
22659,26000000
22833,26100000
22926,26200000
23014,26300000
23117,26400000
23304,26500000
23371,26600000
23438,26700000
23514,26800000
23613,26900000
23685,27000000
23763,27100000
23827,27200000
23881,27300000
23942,27400000
24001,27500000
24057,27600000
24135,27700000
24198,27800000
24255,27900000
24328,28000000
24390,28100000
24447,28200000
24513,28300000
24571,28400000
24629,28500000
24683,28600000
24743,28700000
24807,28800000
24866,28900000
24939,29000000
24993,29100000
25047,29200000
25104,29300000
25158,29400000
25213,29500000
25268,29600000
25323,29700000
25380,29800000
25434,29900000
25490,30000000
25545,30100000
25602,30200000
25657,30300000
25712,30400000
25768,30500000
25824,30600000
25879,30700000
25938,30800000
25993,30900000
26054,31000000
26109,31100000
26163,31200000
26219,31300000
26278,31400000
26339,31500000
26395,31600000
26455,31700000
26512,31800000
26575,31900000
26628,32000000
26681,32100000
26739,32200000
26795,32300000
26857,32400000
26920,32500000
27038,32600000
27097,32700000
27155,32800000
27307,32900000
27410,33000000
27487,33100000
27562,33200000
27624,33300000
27682,33400000
27741,33500000
27799,33600000
27860,33700000
27922,33800000
27995,33900000
28067,34000000
28136,34100000
28199,34200000
28265,34300000
28328,34400000
28389,34500000
28448,34600000
28514,34700000
28576,34800000
28640,34900000
28695,35000000
28752,35100000
28824,35200000
28884,35300000
28943,35400000
28996,35500000
29050,35600000
29129,35700000
29186,35800000
29244,35900000
29306,36000000
29365,36100000
29420,36200000
29474,36300000
29530,36400000
29585,36500000
29642,36600000
29697,36700000
29755,36800000
29819,36900000
29875,37000000
29933,37100000
29991,37200000
30049,37300000
30107,37400000
30165,37500000
30220,37600000
30275,37700000
30357,37800000
30418,37900000
30482,38000000
30536,38100000
30590,38200000
30646,38300000
30701,38400000
30755,38500000
30816,38600000
30874,38700000
30934,38800000
31013,38900000
31071,39000000
31130,39100000
31189,39200000
31259,39300000
31317,39400000
31375,39500000
31443,39600000
31527,39700000
31594,39800000
31652,39900000
31708,40000000
31767,40100000
31824,40200000
31880,40300000
31958,40400000
32014,40500000
32068,40600000
32131,40700000
32185,40800000
32242,40900000
32303,41000000
32359,41100000
32419,41200000
32501,41300000
32556,41400000
32652,41500000
32724,41600000
32781,41700000
32865,41800000
32923,41900000
32980,42000000
33038,42100000
33099,42200000
33157,42300000
33228,42400000
33283,42500000
33339,42600000
33395,42700000
33465,42800000
33531,42900000
33602,43000000
33663,43100000
33734,43200000
33807,43300000
33867,43400000
33930,43500000
33991,43600000
34055,43700000
34113,43800000
34178,43900000
34251,44000000
34319,44100000
34390,44200000
34513,44300000
34588,44400000
34663,44500000
34750,44600000
34804,44700000
34857,44800000
34916,44900000
34979,45000000
35039,45100000
35098,45200000
35153,45300000
35208,45400000
35264,45500000
35320,45600000
35374,45700000
35427,45800000
35487,45900000
35540,46000000
35592,46100000
35649,46200000
35705,46300000
35761,46400000
35821,46500000
35878,46600000
35934,46700000
35990,46800000
36048,46900000
36105,47000000
36163,47100000
36219,47200000
36282,47300000
